title,mantra
Brihadaranyaka Upanishad,अथ जुहोति नमो वायवेऽन्तरिक्षक्षिते लोकक्षिते लोकं मे यजमानाय विन्दैष वै यजमानस्य लोक एतास्मि ।। 2.24.9 ।। 
Karika Upanishad,उभे ह्यन्योन्यदृश्ये ते किं तदस्तीति चोच्यते ।लक्षणाशून्यमुभयं तन्मते नैव गृह्यते ।। 4.1.67 ।।
Brihadaranyaka Upanishad,अत्र यजमानः परस्तादायुषः स्वाहापजहि परिघमित्युक्त्वोत्तिष्ठति तस्मै रुद्रा माध्यन्दिनँ् सवनँ् सम्प्रयच्छन्ति ।। 2.24.10 ।। 
Karika Upanishad,यथा स्वप्नमयो जीवो जायते म्रियतेऽपि च ।तथा जीवा अमी सर्वे भवन्ति न भवन्ति च ।। 4.1.68 ।।
Brihadaranyaka Upanishad,पुरा तृतीयसवनस्योपाकरणाज्जघनेनाहवनीयस्योदङ्मुख उपविश्य स आदित्यँ् स वैश्वदेवँ् सामाभिगायति ।। 2.24.11 ।। 
Karika Upanishad,यथा मायामयो जीवो जायते म्रियतेऽपि च ।तथा जीवा अमी सर्वे भवन्ति न भवन्ति च ।। 4.1.69 ।।
Brihadaranyaka Upanishad,लो3कद्वारमपावा3र्णू33 पश्येम त्वा वयँ् स्वारा 33333 हु3म् आ33ज्या3यो3आ32111 इति ।। 2.24.12 ।। 
Karika Upanishad,यथा निर्मितको जीवो जायते म्रियतेऽपि च ।तथा जीवा अमी सर्वे भवन्ति न भवन्ति च ।। 4.1.70 ।।
Brihadaranyaka Upanishad,आदित्यमथ वैश्वदेवं लो3कद्वारमपावा3र्णू33 पश्येम त्वा वयँ् साम्रा33333 हु3म् आ33ज्या3यो3आ32111 इति ।। 2.24.13 ।। 
Karika Upanishad,न कश्चिज्जायते जीवः संभवोऽस्य न विद्यते ।एतत्तदुत्तमं सत्यं यत्र किंचिन्न जायते ।। 4.1.71 ।।
Brihadaranyaka Upanishad,अथ जुहोति नम आदित्येभ्यश्च विश्वेभ्यश्च देवेभ्यो दिविक्षिद्भ्यो लोकक्षिद्भ्यो लोकं मे यजमानाय विन्दत ।। 2.24.14 ।। 
Karika Upanishad,चित्तस्पन्दितमेवेदं ग्राह्यग्राहकवद्वयम् ।चित्तं निर्विषयं नित्यमसङ्गं तेन कीर्तितम् ।। 4.1.72 ।।
Brihadaranyaka Upanishad,एष वै यजमानस्य लोक एतास्म्यत्र यजमानः परस्तादायुषः स्वाहापहत परिघमित्युक्त्वोत्तिष्ठति ।। 2.24.15 ।।
Karika Upanishad,योऽस्ति कल्पितसंवृत्या परमार्थेन नास्त्यसौ ।परतन्त्राभिसंवृत्या स्यान्नास्ति परमार्थतः ।। 4.1.73 ।।
