title,mantra
Svetashvatra Upanishad,"यस्य देवे पराभक्तिः यथा देवे तथा गुरौ।,तस्यैते कथिता ह्यर्थाः प्रकाशन्ते महात्मनः।,प्रकाशन्ते महात्मन इति।।6.1.23।।"
Karika Upanishad,उपायेन निगृह्णीयाद्विक्षिप्तं कामभोगयोः ।सुप्रसन्नं लये चैव यथा कामो लयस्तथा ।। 3.1.42 ।।
Svetashvatra Upanishad,"हरि । ब्रह्मवादिनो वदन्ति। ,  किं कारणं ब्रह्म कुतः स्म जाता ,    जीवाम केन क्व संप्रतिष्ठः।,      अधिष्ठिताः केन सुखेतरेषु ,         वर्तामहे ब्रह्मविदो व्यवस्थाम्।।1.1.1।।"
Karika Upanishad,दुःखं सर्वमनुस्मृत्य कामभोगान्निवर्तयेत् ।अजं सर्वमनुस्मृत्य जातं नैव तु पश्यति ।। 3.1.43 ।।
Karika Upanishad,लये संबोधयेच्चित्तं विक्षिप्तं शमयेत्पुनः ।सकषायं विजानीयात्समप्राप्तं न चालयेत् ।। 3.1.44 ।।
Karika Upanishad,नास्वादयेत्सुखं तत्र निःसङ्गः प्रज्ञया भवेत् ।निश्चलं निश्चरच्चित्तमेकीकुर्यात्प्रयत्नतः ।। 3.1.45 ।।
Karika Upanishad,यदा न लीयते चित्तं न च विक्षिप्यते पुनः ।अनिङ्गनमनाभासं निष्पन्नं ब्रह्म तत्तदा ।। 3.1.46 ।।
Karika Upanishad,स्वस्थं शान्तं सनिर्वाणमकथ्यं सुखमुत्तमम् ।अजमजेन ज्ञेयेन सर्वज्ञं परिचक्षते ।। 3.1.47 ।।
Karika Upanishad,न कश्चिज्जायते जीवः संभवोऽस्य न विद्यते ।एतत्तदुत्तमं सत्यं यत्र किंचिन्न जायते ।। 3.1.48 ।।
Karika Upanishad,इति तृतीयमद्वैतप्रकरणं संपूर्णम् ।। 
Karika Upanishad,ज्ञानेनाकाशकल्पेन धर्मान्यो गगनोपमान् ।ज्ञेयाभिन्नेन संबुद्धस्तं वन्दे द्विपदां वरम् ।। 4.1.1 ।।
Karika Upanishad,अस्पर्शयोगो वै नाम सर्वसत्त्वसुखो हितः ।अविवादोऽविरुद्धश्च देशितस्तं नमाम्यहम् ।। 4.1.2 ।।
Karika Upanishad,भूतस्य जातिमिच्छन्ति वादिनः केचिदेव हि ।अभूतस्यापरे धीरा विवदन्तः परस्परम् ।। 4.1.3 ।।
Karika Upanishad,भूतं न जायते किंचिदभूतं नैव जायते ।विवदन्तोऽद्वया ह्येवमजातिं ख्यापयन्ति ते ।। 4.1.4 ।।
Karika Upanishad,ख्याप्यमानामजातिं तैरनुमोदामहे वयम् ।विवदामो न तैः सार्धमविवादं निबोधते ।। 4.1.5 ।।
